chip_affymetrix_chip,pp_number_of_probe_pairs,a_fy4_a,alpha_fy5_alpha,gal_gal,heat_heat,rel_alpha_fy5_alpha,rel_gal_gal,rel_heat_heat,avg_abund,median_deviation_of_log_fc_gal,sig_gal,sig_and_fc_gal,median_deviation_of_log_fc_fy5_alpha,sig_fy5_alpha,sig_and_fc_fy5_alpha,median_deviation_of_log_fc_heat,sig_heat,sig_and_fc_heat,thrshld_1=below_detection_fy4_a,thrshld_1=below_detection_fy5_alpha,thrshld_1=below_detection_gal,thrshld_1=below_detection_heat,thrshld_gal,thrshld_fy5_alpha,thrshld_heat,below_threshold_in_all_conditions,classification,id
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.02,896
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.01.09.05@16.01,897
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.08,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.04@14.07.03@30.01.09.03@40.01,898
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.04@01.06@14.04@20.09.13@32.01@42.25,899
B,21.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.01.03@10.01.05.01@10.03.01.01.09@10.03.04.03,900
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,11.02.03.04@16.11@18.02.09@34.11.03@34.11.12,901
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.04,0.0,0.0,0.13,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.03.16.01@11.04@14.04@16.03.03@20.01.10@40.20,902
B,21.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,14.04@20.01.10@20.09.01@32.05.01.03@42.10,903
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.01.05@11.02.03.01@11.02.03.04,904
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.01.05.03.01@11.02.03.01.04,905
B,21.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,12.04.01,906
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.03.04@01.03.10@11.06.02,907
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.05@01.06.02.02@14.07.02.02,908
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.03.01.03@20.09.01,909
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.01.05.01@10.03.02@16.07@43.01.03.09,910
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.06,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,11.04.02@14.04@16.07@20.01.10@20.01.21@20.09.01@42.10.05,911
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.01.05.01@11.04.03@12.04,912
B,21.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,14.04@14.10@16.01@20.09.07@20.09.13@32.01.07@34.11.03.13@40.01.03@42.25@43.01.03.05,913
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.06,914
B,21.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.04@10.01.05.01@10.01.09.05@11.02.03.01@11.02.03.04@16.19.03,915
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.04@10.03.01@10.03.02@14.07.03,916
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.01.02@10.01.05.01@10.01.05.03.03@10.01.09.05@10.03.02@16.03.01@32.01.09@34.11.03.07@41.01.01@42.10.03,917
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.04@11.04.01@16.19.03,918
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.04@14.07.03@14.07.11.01@14.13.04@20.09.13@30.01.05.01@32.01.11@43.01.03.09,919
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.03.02@11.02.03.04@11.06.03@43.01.03.09,920
B,21.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.01.02@10.01.03.03@16.19.03,921
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,02.13,922
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.03.03@16.01@20.09.07.27@20.09.16.09.03@40.01@42.04@43.01.03.05,923
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.05.25@11.02.03.04.01,924
B,21.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.04,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,11.06.02,925
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.01.05@10.03.02,926
B,21.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.01.02@10.01.05.03.01@10.03.02,927
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.02.07@11.02.03.04@20.01.01.07@32.07,928
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.05@14.07.02.01,929
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,11.02.03.01.01@11.02.03.04,930
B,21.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,11.04.03.01@16.01,931
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.07,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.01.09.03@01.02,932
B,21.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,11.04.01@11.04.02,933
B,21.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.04@14.07.03@30.01.05.01.03@34.11.03.07@43.01.03.05,934
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.01.09.05,935
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,34.11.03.07@40.01@41.01.01@42.01@42.04@43.01.03.05@43.01.03.09,936
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,11,937
B,21.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.03.16.01@12.07,938
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.05.06.07@02.16.01,939
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.04@10.03.01@10.03.04.07@11.02.03.04@14.07.03,940
B,21.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,20.01.25@20.03@20.09.04,941
B,21.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.03.01@14.13.01,942
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,16.03.01@32.01.09@42.10.03,943
B,21.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,11.02.03.04@18.02.01.01.01@32.01,944
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,11.02.03.01@11.02.03.04,945
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.01.03@10.03.01.01.03@10.03.02@18.02.01,946
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.08,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,14.04@16.07@20.01.10@20.01.21@20.09.01@42.10.05,947
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,16.01@20.09.07.03@20.09.07.05@20.09.07.29,948
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,20.09.16,949
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.03.01.03@10.03.04.05@16.03.01,950
B,21.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,20.01.10@34.01.01.03,951
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,30.01.05.05.01@40.01@42.04@43.01.03.05,952
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.03.16.01@11.04.01@11.04.03@20.01.21,953
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.06.02.01@01.20.19,954
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,12.10,955
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.03.04.05@16.01,956
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,11.02.03.01.01@11.02.03.04,957
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.04@10.03.01.03@14.07.03@16.01,958
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.01.09.02.01@01.04,959
B,21.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.03.01@10.03.02,960
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.04.04@10.03.01@16.01@18.02.01.02.05@34.11.03.07@40.01,961
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,34.11.03.07@41.01.01@43.01.03.05,962
B,21.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,20.09.07@20.09.18,963
B,21.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.03.16@10.01.03@11.04,964
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.05,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.05.25@11.02.03.04,965
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.05.02.04@01.05.02.07@02.19,966
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.04@14.07.03@30.05@34.11.03.07@40.01@42.04@43.01.03.05,967
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,11.02.03.04,968
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.05,969
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,20.01.01.01@20.01.01.07@20.01.03@20.01.11@34.01.01@34.01.03,970
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.03.16.03@10.01.05.03.01@10.03.02.01,971
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,14.13@16.01@42.01,972
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.01@20.01.07@20.09.18,973
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,11.04.03.01,974
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,11.02.03.01@11.02.03.04@11.04.02,975
B,21.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.01.09.05@10.03.02@10.03.04.03@16.01,976
B,21.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,11.04.03@12.04@16.03.03@20.01.21,977
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,02.45.11@10.03.03@20.09.14@32.01.03@40.01@42.04@43.01.03.05,978
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.01.02@10.01.05@16.19.03,979
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,12.04.03,980
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.11,0.0,0.0,0.12,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.05.25@02.19@14.07.11@14.13,981
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,11.02.03.01@11.02.03.04,982
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,30.01.05.05.01@34.11.03.07@40.01.03@42.04@43.01.03.05,983
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.03.16.01@12.07@16.01,984
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.04@01.05@01.06.10@11.04.03@14.07.03@30.01@32.01.07,985
B,42.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.05@10.03.01@42.01,986
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.04@10.03.01@40.01@42.01,987
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,14.07.07@18.02.01,988
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.01.03.03@10.01.09.05@11.02.03.04@34.11.03.07,989
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.03.02@11.02.03.04,990
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.03.04,991
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,11.04.01@11.06.01@12.01@16.03.03,992
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.03.01.01@10.03.02.01@43.01.03.09,993
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.01.05.03@11.02.03.04@38.07,994
B,21.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.01.05.03.01@10.03.02.01,995
B,21.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,34.11.03.07@40.01.03.01@41.01.01@43.01.03.05,996
B,21.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.03.01@42.04.05,997
B,21.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.04,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,11.02.03.04@34.11.03,998
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,10.03.02@14.10@43.01.03.09,999
B,21.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,12.04.03,1000
B,20.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,01.05@14.13.01.01@16.13,1001
