alpha_0,alpha_7,alpha_14,alpha_21,alpha_28,alpha_35,alpha_42,alpha_49,alpha_56,alpha_63,alpha_70,alpha_77,alpha_84,alpha_91,alpha_98,alpha_105,alpha_112,alpha_119,elu_0,elu_30,elu_60,elu_90,elu_120,elu_150,elu_180,elu_210,elu_240,elu_270,elu_300,elu_330,elu_360,elu_390,cdc15_10,cdc15_30,cdc15_50,cdc15_70,cdc15_90,cdc15_110,cdc15_130,cdc15_150,cdc15_170,cdc15_190,cdc15_210,cdc15_230,cdc15_250,cdc15_270,cdc15_290,spo_0,spo_2,spo_5,spo_7,spo_9,spo_11,spo5_2,spo5_7,spo5_11,spo__early,spo__mid,heat_0,heat_10,heat_20,heat_40,heat_80,heat_160,dtt_15,dtt_30,dtt_60,dtt_120,cold_0,cold_20,cold_40,cold_160,diau_540,diau_660,diau_780,diau_900,diau_1020,diau_1140,diau_1260,classification,id
-2.12,-3.06,-1.6,-1.06,0.48,0.63,0.39,0.54,-0.92,-0.89,-1.69,-0.67,0.26,0.76,0.66,0.79,-0.45,-0.6,-1.69,-0.74,-0.25,-1.0,-0.4,0.38,0.5,0.98,0.76,0.49,0.33,0.39,-0.12,-0.64,-1.32,-0.86,1.23,1.46,0.1,-1.36,-1.15,1.08,1.76,0.82,0.03,-1.18,-0.84,-0.22,0.25,0.31,0.4,-0.04,-0.3,-0.84,-1.36,0.24,-0.22,-0.92,1.12,-0.81,-0.17,-0.92,-1.56,-2.84,-0.97,-0.84,-0.14,-0.15,-0.23,-1.09,-0.32,?,-1.74,-1.32,0.12,0.33,0.5,0.4,0.18,0.18,-0.84,10.01.09.05@11.02.03.04@16.03.01,546
-0.54,-0.14,-0.36,-0.32,-0.34,-0.12,-0.36,-0.3,-0.06,0.06,-0.03,-0.51,-0.17,-0.4,-0.18,-0.04,-0.22,?,0.14,0.16,0.24,-0.29,-0.3,?,0.11,0.2,0.12,0.28,0.18,0.18,0.08,0.07,-0.79,-0.49,0.01,-0.03,-0.36,-0.38,-0.86,-0.2,-0.43,-0.38,-0.36,-0.23,-0.64,-0.64,-0.34,0.04,-0.18,-0.03,-0.18,-0.25,0.21,0.06,-0.17,0.06,1.43,1.24,-0.29,-0.18,-0.86,-0.51,-0.07,-0.25,0.16,-0.56,-0.34,-0.42,-0.4,0.23,-0.47,-0.58,-0.25,-0.12,0.03,-0.18,-0.56,0.26,-0.18,11.02.03.04@12.04.03@16.01@32.01.07,547
-0.49,-0.18,-0.47,-0.07,-0.74,0.06,-0.49,-0.01,-0.07,0.15,-0.27,-0.29,-0.07,0.14,-0.38,-0.34,-0.4,-0.25,0.21,-0.06,-0.17,-0.84,-0.49,-0.23,-0.09,-0.27,-0.36,-0.23,-0.04,-0.07,-0.32,-0.03,?,0.14,0.01,-0.22,-0.64,0.25,-0.01,0.12,0.3,-0.36,-0.2,0.63,-0.49,-0.15,-0.84,0.01,-0.34,-0.18,0.12,0.33,0.36,-0.4,0.24,0.07,-0.12,0.06,-0.07,?,0.1,-0.18,-0.42,-0.34,-0.43,-0.25,-0.54,-0.34,-0.94,?,-0.67,-0.89,-0.06,-0.04,0.38,-0.12,-0.36,0.37,-0.15,11.04.01,548
-0.34,-0.4,-0.14,-0.17,-0.1,-0.06,-0.12,0.1,-0.06,-0.32,0.06,?,-0.1,-0.07,-0.17,0.11,-0.34,-0.18,-0.47,-0.74,-0.45,-0.36,-0.25,-0.22,-0.01,-0.09,-0.17,-0.25,0.01,-0.22,-0.29,-0.15,-0.67,-0.45,-0.04,-0.51,-0.74,-1.74,-0.42,-0.14,-0.01,-0.56,-0.42,0.59,-0.22,-0.42,-0.18,0.07,0.24,0.43,0.52,0.01,0.24,-0.38,-0.23,-0.2,0.03,0.63,-0.34,-0.25,-0.45,-0.45,-0.23,-0.23,-0.25,-0.18,-0.27,-0.54,-0.54,0.48,-0.86,-0.67,-0.03,0.1,0.43,-0.25,-0.42,0.42,-0.09,10.01.03.03@10.01.09.05@11.02.03.04@34.11.03.07,549
-0.23,-0.54,-0.32,-1.47,-0.38,-0.15,0.06,-0.15,-0.23,-0.3,-0.56,-0.47,-0.27,-0.36,-0.29,-0.64,-0.56,0.31,0.04,-0.92,-0.56,-0.2,0.01,-0.01,-0.3,0.04,-0.07,-0.27,-0.06,-0.14,-0.23,-0.03,-0.32,-0.12,0.11,-0.34,-0.36,-0.45,-0.45,-0.76,-0.34,-0.42,-0.09,-0.6,-0.49,-0.34,-0.56,-0.27,-0.32,-0.01,0.28,?,-0.22,-0.3,-0.01,-0.64,-0.17,0.85,-0.18,-0.18,0.08,0.14,0.08,-0.01,-0.06,0.12,0.18,-0.17,-0.62,0.61,-0.47,-0.23,-0.25,-0.45,-0.09,-0.14,-0.23,0.38,?,10.01.05.01,550
0.36,0.4,0.28,0.2,0.45,0.2,0.38,0.24,0.19,-0.09,0.08,-0.2,0.37,-0.29,0.3,-0.23,0.5,-0.29,-0.22,-0.2,-0.04,-0.2,0.34,0.36,0.33,0.29,?,-0.25,0.4,0.15,-0.18,0.07,-0.07,0.04,0.3,0.49,0.57,0.4,0.37,0.38,0.03,0.14,0.4,-0.67,-0.04,-0.2,0.06,-0.06,0.21,?,1.14,0.75,0.46,-0.34,0.31,-0.4,0.18,0.32,-0.06,0.11,-0.56,-1.18,-0.27,-0.71,0.49,-0.42,-0.03,-0.58,0.12,0.23,-0.56,-0.6,0.18,0.07,0.37,0.04,0.28,-0.4,-1.43,14.04@16.01@20.09.01,551
0.67,-0.22,0.21,0.12,0.45,0.48,0.18,0.15,0.03,0.23,0.24,-0.32,0.06,-0.18,0.26,0.43,0.29,0.69,-0.09,-0.2,-0.14,-0.64,-0.32,-0.62,-0.6,-0.1,0.21,-0.01,-0.49,0.07,0.19,-0.3,-0.01,0.29,-0.29,-0.36,-0.81,-0.79,0.07,0.23,-0.03,-0.58,-0.09,-0.54,-0.81,0.54,-0.22,?,-0.23,0.25,0.4,0.59,0.42,-0.38,0.11,-0.09,-0.12,-0.03,-0.12,?,-0.45,-0.56,-0.09,0.01,-0.12,-0.42,-0.34,-0.22,-0.06,-0.67,-0.1,-0.71,0.14,0.1,0.08,-0.15,-0.22,-0.58,-0.76,20.09.16@32.01.04@34.11.03.11,552
0.01,-0.14,0.16,-0.25,0.28,-0.34,0.08,-0.2,-0.14,-0.27,0.23,-0.34,?,-0.18,-0.15,-0.12,-0.1,?,-0.4,-0.49,-0.51,-0.29,-0.29,-0.54,-0.18,-0.29,-0.25,-0.29,-0.18,-0.14,-0.3,-0.22,-0.49,0.03,0.24,-0.64,-0.38,-0.27,-0.69,0.44,0.15,-1.18,-0.64,0.41,-0.36,-0.45,-1.09,-0.32,0.34,0.39,0.89,0.74,0.19,-0.2,0.38,-0.07,0.6,0.07,-0.36,-0.74,-0.54,-0.18,-0.49,-0.45,-0.03,-0.36,-0.43,-0.45,-0.09,0.07,-0.69,-1.15,-0.14,-0.23,-0.2,-0.3,-0.22,-0.07,-0.56,01.03.16.01@10.03.01@11.02.03.04@11.04@34.11.03.07,553
-0.3,-0.67,-0.34,-0.38,0.2,0.01,0.51,0.11,?,-0.29,-0.56,-0.49,-0.06,-0.25,0.19,-0.07,0.28,-0.15,-0.64,-0.45,-0.6,-0.62,-0.3,0.03,0.03,0.28,0.28,0.01,0.19,0.21,0.04,-0.27,0.08,0.06,-0.22,-0.36,-0.23,-0.25,-0.17,0.83,-0.36,-0.43,-0.58,0.16,-0.32,-0.09,-0.34,-0.3,0.28,0.69,0.68,0.1,-0.36,-0.3,-0.22,-0.94,1.36,1.31,-0.47,-0.71,-0.56,-0.94,-0.09,-0.6,0.07,-0.25,0.01,0.06,0.03,-0.47,0.06,-0.69,-0.15,-0.25,-0.17,-0.36,-0.18,-0.43,-0.92,01.05.25@10.03.01@10.03.03@16.09@34.11.03.07@40.01@41.01.01@42.01@42.04@43.01.03.05,554
-0.15,-0.14,0.14,-0.12,-0.06,-0.29,0.11,-0.15,?,-0.23,-0.18,-0.32,0.01,-0.6,-0.07,-0.3,0.03,0.04,-0.07,-0.62,-0.32,-0.45,0.14,-0.07,-0.49,-0.23,?,-0.25,-0.07,-0.15,-0.18,-0.12,-0.84,-0.69,-0.29,-0.09,-0.25,-0.27,-0.03,0.08,0.14,-0.03,-0.49,-1.09,0.32,0.41,0.5,-0.56,-0.17,0.56,1.64,1.07,0.62,-0.84,0.62,-0.3,-0.15,0.63,-0.34,-0.29,-0.56,-0.6,-0.84,-1.06,0.16,0.1,-0.06,-0.38,-0.84,-0.32,-0.64,-1.03,-0.2,-0.25,-0.43,-0.49,-0.54,-0.84,-1.47,01.01.06.05.01@01.02.03.01@32.01.03,555
0.15,-0.25,-0.36,-0.22,-0.03,-0.03,0.44,0.03,-0.03,-0.12,-0.34,-0.29,-0.01,-0.4,?,-0.43,-0.36,0.21,0.08,-0.58,-0.22,-0.62,0.07,0.11,-0.32,0.15,-0.17,-0.25,0.1,-0.03,-0.14,-0.09,-0.4,-0.01,0.33,0.28,-0.06,-0.01,-0.32,-0.14,0.04,0.18,0.07,-1.06,0.12,0.01,0.07,-0.47,-0.22,0.14,1.1,0.49,-0.17,-0.67,0.32,-1.06,-0.23,0.45,-0.27,-0.97,-0.43,-0.22,-0.89,-0.62,0.08,?,0.03,-0.22,-0.76,-0.12,-0.34,-0.79,-0.29,-0.38,-0.1,-0.07,-0.34,-0.09,-0.86,99,556
-0.4,-0.3,-0.58,-0.09,-0.32,-0.03,-0.04,-0.25,-0.2,-0.38,-0.45,-0.32,0.01,-0.43,-0.42,-0.43,-0.2,-0.32,-0.25,0.04,-0.4,0.12,0.23,0.23,?,0.04,-1.47,0.16,0.28,0.1,-0.18,0.24,-0.86,-0.84,-0.47,0.01,0.32,0.15,-0.27,0.15,-0.01,0.03,0.25,-0.94,-0.42,-0.54,-0.45,-0.1,0.66,0.03,-0.06,-0.15,-0.38,0.4,-0.92,-0.23,0.84,0.19,-0.18,-0.76,-0.27,-0.51,-0.23,-0.12,0.06,-0.51,-0.22,-0.14,-0.23,0.04,-0.4,-0.3,-0.38,0.01,0.76,0.03,0.07,0.19,-0.64,01.05.03.02.04@14.07.02@14.10,557
-0.15,0.1,-0.18,-0.07,-0.18,0.03,0.12,0.04,0.24,0.45,0.48,0.4,0.3,0.16,0.36,0.15,0.24,0.1,-0.79,0.23,-0.15,0.53,0.5,0.36,0.18,0.18,-0.03,0.28,0.04,-0.23,-0.29,0.04,-0.12,0.01,0.03,0.23,0.18,0.11,0.15,-0.15,-0.29,-0.27,-0.01,-0.2,0.19,0.07,0.36,0.11,0.4,?,-0.67,-0.6,0.04,0.3,-0.84,0.08,?,-0.07,-0.15,-1.32,-0.94,-0.27,-0.07,0.1,0.9,0.07,-0.23,-0.27,0.01,-0.51,-0.03,-0.89,0.38,-0.04,-0.56,-1.15,-0.42,-1.94,-1.47,01.01.06.06.01.03@01.05,558
-0.34,-0.64,-0.47,-0.36,-0.22,-0.01,-0.34,0.15,0.37,0.29,0.64,-0.17,-0.12,-0.12,0.06,0.43,-0.03,0.18,-0.12,0.45,?,0.44,0.48,0.9,0.41,0.72,0.38,0.58,0.15,0.29,0.44,0.55,0.38,0.36,0.23,0.06,-0.22,-0.1,-0.17,-0.3,-0.09,0.15,-0.15,0.39,-0.04,-0.27,-0.23,0.12,-0.74,-0.22,-0.15,-0.25,-0.29,-0.34,0.1,-0.07,-0.62,-0.3,-0.29,-1.43,-0.6,0.01,-0.01,0.03,-0.03,-0.76,-0.06,-0.47,-0.09,-0.34,-0.32,0.4,0.24,0.07,0.23,-0.42,-0.38,-0.17,-0.92,01.03.16.01@10.03.01@12.04.03,559
-0.38,-0.47,-0.23,-0.07,0.1,-1.25,0.1,?,-0.06,-0.06,0.04,-0.04,-0.04,-0.45,?,-0.15,-0.03,-0.09,0.01,-0.27,-0.3,-0.15,-0.4,-0.49,-0.45,-0.34,-0.22,-0.32,-0.47,0.14,-0.01,-0.42,0.46,0.2,0.01,-0.42,-0.07,-0.17,-0.23,-0.36,-0.23,-0.18,-0.4,0.1,-0.4,-0.22,-0.42,-0.47,-0.62,-0.45,0.45,0.37,0.15,-0.42,0.65,0.53,-0.62,-0.62,-0.09,-0.43,-0.42,0.08,0.04,0.04,-0.6,-0.84,-0.64,-0.74,-0.03,-0.62,-0.27,-0.56,0.03,-0.06,-0.04,-0.29,-0.25,-0.54,-0.94,01.03.16.01@11.02.03.04@11.04,560
-0.04,-0.42,0.31,0.11,0.3,-0.06,0.28,-0.07,0.28,0.14,0.21,-0.09,-0.04,-0.4,?,-0.2,0.12,-0.2,-0.47,-0.49,-0.38,-0.15,-0.4,-0.69,-0.36,-0.25,-0.22,-0.36,-0.69,-0.1,-0.42,-0.14,0.78,0.1,-0.22,-0.27,0.04,0.14,0.39,0.15,-0.17,0.03,0.07,0.01,?,-0.29,-0.23,-0.32,-0.76,-0.43,0.44,0.54,?,-0.43,0.58,0.24,-1.15,-1.79,-0.3,0.15,?,0.3,0.41,-0.17,-0.49,-0.69,-0.43,-0.23,-0.06,-0.47,-0.38,0.2,0.15,0.21,-0.07,-0.4,-0.47,0.01,-0.07,01.03.01@02.45,561
-0.47,-0.49,-0.4,-0.34,0.2,-0.32,-0.71,-0.29,0.07,0.08,0.29,-0.03,-0.12,-0.14,-0.17,-0.12,-0.23,-0.25,-1.29,0.06,0.2,0.28,0.33,0.24,0.43,0.8,0.49,0.56,0.03,0.1,0.52,0.61,-1.32,0.2,?,-0.18,-0.3,-0.25,-0.06,-0.2,-0.3,-0.45,-0.2,0.65,-0.18,-0.49,-0.42,-0.07,-0.76,-0.07,1.12,0.85,0.67,-0.97,1.04,0.34,-1.36,-2.25,0.04,-0.84,-0.74,-0.03,-0.27,-1.03,-0.32,-0.79,-0.01,-0.36,-0.49,-0.54,-0.76,-1.56,0.06,0.07,-0.29,-0.76,-0.92,-1.12,-1.51,12.10,562
-0.06,-0.4,-0.04,-0.27,0.21,0.15,0.38,-0.18,?,-0.45,0.14,-0.71,0.04,-0.54,0.04,-0.42,-0.23,-0.62,-0.69,-1.25,-0.51,-0.92,-0.81,-0.69,-0.58,-0.43,-0.07,-0.45,-0.18,-0.1,?,-0.64,0.2,-0.04,0.11,-0.42,-0.54,-0.42,0.53,0.62,-0.4,-1.47,-0.42,?,-0.94,0.21,-0.38,-0.42,-0.69,-0.6,0.33,0.59,0.18,-0.18,0.82,0.69,-1.22,-1.22,0.04,-0.14,-0.1,0.08,-0.09,-0.38,-0.1,-0.27,-0.51,-0.6,-0.09,-0.04,-1.51,-1.4,-0.04,-0.27,0.45,0.18,0.25,0.15,-0.49,14.04@20.01.10@20.03@20.09.04,563
-0.23,-0.54,-0.47,-0.38,-0.04,-0.3,0.1,-0.45,-0.34,-0.45,-0.43,-0.54,-0.14,-0.6,-0.15,-0.56,0.12,-0.6,0.29,-0.36,-0.47,-0.23,-0.47,-0.27,-0.42,0.07,-0.01,0.04,-0.27,0.04,0.07,-0.01,-0.27,-0.25,-0.03,0.29,0.3,0.16,0.18,0.4,0.15,0.34,0.34,-0.56,-0.01,-0.04,0.12,-0.71,-0.18,-0.04,0.3,0.62,-0.01,-0.23,0.49,0.36,-0.49,-1.22,-0.47,-0.6,-0.49,-0.47,-0.27,-0.89,0.1,-0.32,-0.18,-0.4,-0.49,-0.18,-0.69,-1.0,0.03,0.01,0.15,-0.04,0.11,0.2,-0.49,11.02.03.01.01@11.02.03.04,564
0.43,0.58,0.44,-0.27,-0.38,-0.43,-0.06,-0.76,-0.74,-1.09,-0.64,-0.27,-0.29,-0.47,-0.15,-0.4,-0.49,-0.25,1.23,-0.12,-0.58,-0.06,-0.25,-0.04,-0.23,0.48,0.54,0.46,-0.43,0.16,0.38,0.23,0.3,-0.29,-0.06,0.44,0.49,0.2,0.04,0.58,0.19,0.11,0.04,-1.15,0.6,0.43,0.61,-0.4,-0.12,-0.22,0.53,0.88,0.94,-0.03,0.45,0.79,-1.22,-4.32,-0.17,-1.43,-0.74,-0.76,-1.29,-0.6,-0.3,-0.6,0.06,-0.4,-0.76,0.11,-0.79,-2.4,-0.22,0.15,-0.06,-0.1,0.48,-1.18,-0.34,01.01.03.01.01@01.01.03.02@01.02@01.05.03.02.04,565
-0.3,-0.81,-0.62,-0.45,-0.49,-0.47,-0.18,-0.71,-0.42,-0.15,-0.09,?,-0.04,-0.47,-0.29,-0.47,-0.45,-0.51,-1.06,-0.1,0.15,0.38,-0.01,-0.12,-0.22,0.19,-0.07,0.03,-0.07,0.06,0.07,0.48,-0.74,0.07,-0.1,-0.38,0.01,0.08,0.8,0.86,0.21,-0.12,-0.18,-0.6,0.26,-0.09,-0.27,-0.62,-0.4,-0.34,-0.34,?,-0.17,0.16,-0.15,-0.14,-0.4,-0.89,-0.07,-0.89,-0.79,-0.22,-0.17,-0.06,-0.01,-0.81,-0.09,0.04,-0.15,-0.12,-0.27,-0.06,-0.2,-0.06,0.1,-0.25,-0.2,-0.54,-0.6,02.16@10.01.05.03.01,566
-0.27,-0.49,-0.47,-0.2,-0.54,-0.23,-0.67,-0.09,?,-0.45,-0.2,-0.17,-0.09,-0.22,-0.42,0.08,?,-0.14,-0.67,-0.43,-0.45,-0.29,-0.01,-0.01,-0.25,-0.27,-0.42,-0.29,-0.25,-0.6,-0.4,-0.45,0.56,0.57,0.39,-0.06,0.03,0.14,-0.12,0.08,0.07,-0.09,0.15,0.07,-0.06,-0.49,0.07,-0.3,0.99,0.91,0.15,0.88,1.23,-0.06,-0.79,-0.2,0.18,-0.3,-0.51,-1.51,-0.79,-0.97,-0.6,0.1,-0.36,-0.12,-0.64,-0.71,-0.34,0.08,0.24,0.58,0.03,-0.06,0.07,-0.45,-0.71,-0.22,-0.67,01.02@01.04@14.07.03@40.01,567
0.39,0.04,-0.1,-0.23,-0.17,0.04,-0.15,0.48,0.55,0.03,0.59,?,0.12,-0.01,0.2,0.3,0.18,-0.1,-0.84,-1.15,-0.45,0.18,0.7,0.58,0.52,0.16,-0.64,0.16,0.23,-0.6,-0.27,0.07,-0.04,0.04,0.04,-0.69,-0.56,-0.25,-0.32,0.85,-0.23,-1.22,-0.2,0.39,-0.6,-0.42,-0.49,-0.15,-0.69,1.34,1.64,1.38,1.19,-1.6,0.24,-0.56,-0.89,0.11,0.19,-1.0,-1.15,-0.86,-0.34,-0.04,0.07,-1.32,-0.89,-1.25,0.15,0.01,-0.32,-0.04,0.24,0.08,0.23,-0.71,-0.67,-1.89,-2.32,01.03.04.03@16.19,568
-0.43,-1.4,-1.0,-1.15,-0.3,-0.42,0.58,-0.34,0.2,-0.34,-0.27,-0.67,-0.1,-0.56,0.01,-0.18,0.26,0.07,-1.43,-0.71,-0.76,-0.43,-0.22,-0.07,-0.17,-0.32,-0.14,0.04,-0.15,-0.15,-0.69,-0.17,0.08,-0.27,-0.23,0.5,0.71,0.33,-0.2,-0.18,-0.09,0.3,0.3,-0.74,-0.84,-0.86,-0.67,-0.56,-0.07,0.24,1.44,0.76,0.9,-0.64,0.14,0.07,0.15,0.2,-0.07,-1.64,-1.32,-1.09,-0.04,-0.42,0.06,-1.4,-0.81,-1.0,-0.49,-0.79,-1.51,-0.84,-0.01,-0.04,0.15,-0.36,-0.54,-0.81,-0.84,01.06@42.04,569
0.55,-0.69,0.04,0.19,0.18,0.58,-0.25,-0.09,-0.22,-0.29,0.06,-0.23,-0.07,-0.15,0.16,-0.1,0.25,0.06,-1.4,-0.64,-0.36,-0.1,-0.06,-0.36,-0.34,-0.18,-0.17,-0.29,-0.42,-0.47,-0.14,-0.58,-0.25,0.01,-0.03,-0.09,-0.27,-0.03,?,0.03,0.18,-0.32,-0.04,0.08,-0.29,-0.4,-0.29,-0.18,0.08,0.23,0.86,0.97,0.53,-0.38,0.38,-0.12,0.48,0.45,-0.06,-0.81,-1.12,-0.81,0.07,-0.15,-0.18,-0.81,-0.58,-0.67,-0.45,-0.42,-0.89,-1.25,0.08,0.3,0.32,-0.4,-0.71,-0.69,-1.09,14.04@20.01.10@20.09.01@32.05.01.03@42.10,570
0.32,-0.06,0.42,0.37,0.23,-0.01,0.24,0.06,0.36,-0.01,0.38,0.19,0.24,-0.42,0.16,0.2,0.18,0.76,-1.43,-0.58,-0.56,-0.03,0.08,0.54,0.34,0.71,0.64,0.51,-0.29,0.32,0.2,0.07,-0.07,0.14,0.28,0.21,0.3,0.18,0.23,0.18,-0.06,?,0.15,-0.17,-0.15,-0.17,-0.18,-0.18,0.12,0.24,0.21,0.57,0.59,0.01,-0.27,-0.01,-0.94,-0.97,-0.06,-0.71,-1.89,-1.29,-0.58,-1.0,0.03,-0.89,-1.0,-1.25,-0.3,-0.4,-0.32,-0.62,0.15,0.04,0.14,-0.43,-0.6,-2.0,-2.4,01.01.09@01.05.11.04@01.20.15,571
-0.64,-0.97,-0.51,-0.32,0.38,-0.15,0.3,-0.56,-0.43,-0.62,-0.51,-0.27,0.03,-0.2,0.07,-0.62,-0.34,-0.84,-2.18,-1.18,-0.92,-0.71,0.23,0.58,0.43,0.4,0.06,0.16,?,-0.67,-0.69,-0.71,-0.42,-0.09,0.28,0.31,0.11,-0.22,-0.18,0.29,0.11,0.06,-0.17,-1.22,-0.64,-0.67,-0.67,-0.27,-0.29,0.76,2.24,1.75,1.7,-1.32,0.74,0.29,?,-1.47,-0.23,-1.56,-1.74,-1.69,-0.22,-0.89,-0.34,-1.09,-0.58,-0.86,0.04,-0.92,-0.97,-0.64,0.1,0.34,0.63,-0.07,0.07,-1.22,-2.12,01.06.05@20.09.07.06@43.01.03.05,572
-0.45,-0.76,-0.58,-0.04,0.31,0.14,0.52,0.07,-0.04,-0.3,-0.3,-0.27,0.08,-0.06,0.21,0.04,0.07,-0.34,-1.15,-0.62,-0.43,-0.22,0.21,0.42,0.49,0.72,0.52,0.6,0.46,0.14,-0.2,0.1,0.23,0.11,0.32,0.6,0.34,-0.29,-0.47,0.01,0.07,0.38,0.06,-1.36,-0.69,-0.74,-0.49,-0.29,0.39,?,0.91,0.77,0.81,-0.23,-0.03,-0.17,0.57,-0.14,-0.23,-1.18,-1.06,-0.62,-0.03,0.26,0.08,-1.32,-0.54,-0.74,0.12,-0.2,-0.42,-0.25,0.18,0.2,0.54,-0.22,-0.54,-0.69,-1.36,01.03.04@01.04@14.07.02,573
-0.06,-0.42,-0.06,0.1,0.12,-0.17,0.16,?,-0.1,0.06,0.08,0.1,-0.1,-0.15,-0.01,?,?,0.1,-0.3,-0.54,-0.38,-0.36,-0.22,-0.3,-0.54,?,?,0.04,-0.49,-0.09,0.04,-0.2,0.06,-0.12,-0.18,0.01,-0.15,-0.1,-0.03,-0.12,0.15,-0.1,-0.22,0.19,-0.18,-0.27,-0.29,-0.45,0.29,0.1,0.14,-0.42,-0.47,?,-0.1,-0.76,0.16,0.69,-0.64,-0.42,-0.6,-0.67,-0.29,-0.54,0.14,-0.71,-0.29,-0.43,-0.64,-0.27,-0.67,-0.62,0.21,0.37,-0.3,-0.54,-0.67,-1.06,-1.25,14.04@20.01.10@20.09.01@42.10,574
-0.27,0.48,-0.07,-0.15,0.03,-0.43,-0.15,-0.29,-0.34,-0.22,0.08,0.11,-0.01,-0.2,-0.32,-0.14,-0.25,-0.51,-0.64,-0.38,-0.17,0.16,?,0.25,0.07,0.44,0.1,0.15,-0.22,-0.18,-0.27,0.01,0.31,0.45,0.2,-0.3,-0.47,-0.23,0.19,-0.34,0.1,-0.3,-0.25,-0.6,-0.4,-0.23,-0.43,-0.64,0.03,-0.09,-0.03,-0.22,0.04,0.24,-0.67,-0.03,0.11,0.06,-0.4,-0.54,-0.84,0.44,-0.18,-0.79,-0.76,-0.67,-0.74,-0.81,-0.27,-0.32,-0.34,-0.14,-0.22,0.14,-0.23,-0.38,-0.43,-0.76,-1.22,01.04@10.01.05.01@16.19.03,575
0.34,-0.3,-0.04,-0.09,-0.12,0.07,-0.38,0.26,0.42,0.25,0.63,0.36,0.03,0.18,0.19,0.56,-0.14,-0.06,-0.6,-0.34,0.01,0.56,0.6,0.63,0.51,0.24,-0.03,0.08,0.08,-0.15,-0.27,-0.03,0.19,0.3,0.18,0.79,0.1,0.01,-0.09,-0.1,-0.29,?,-0.3,-0.06,0.04,-0.23,-0.23,0.38,-0.34,0.28,0.41,0.4,0.31,-0.34,0.32,-0.01,-0.58,-0.43,0.03,-1.74,-1.4,-0.74,-0.64,-0.47,0.23,-0.45,-0.58,-0.74,0.45,0.24,0.41,0.9,0.51,0.06,0.38,-0.49,-0.6,-1.4,-1.29,12.04.01,576
-0.17,-0.79,-0.94,-0.32,-0.62,-0.29,-0.12,-0.2,-0.03,0.15,-0.22,-0.15,-0.32,-0.29,-0.54,-0.17,-0.54,-0.12,-0.92,-0.23,-0.18,0.01,0.14,-0.06,0.07,0.48,0.1,0.56,0.36,0.23,-0.03,0.36,-0.6,0.8,0.07,0.43,0.34,0.36,0.31,0.18,-0.03,0.46,-0.1,0.34,-0.18,-0.45,-0.51,-0.34,-0.58,-0.56,-0.62,-0.27,-0.34,0.16,0.19,0.9,0.15,-0.03,-0.2,-1.03,-0.67,-0.34,-0.32,-0.09,-0.4,-1.03,-0.32,-0.36,-0.45,-0.92,-0.38,1.32,-0.14,-0.25,-0.42,-0.79,-0.76,-1.36,-1.51,01.03.16.01@10.03.01@11.04.01,577
-0.15,-0.81,-0.43,-0.14,-0.2,-0.18,0.11,-0.07,-0.01,-0.25,-0.56,-0.34,-0.18,-0.14,0.04,-0.25,0.07,-0.12,-0.67,-1.03,-1.0,-0.34,-0.23,0.01,-0.25,-0.09,0.19,0.4,-0.42,0.03,-0.22,-0.12,?,0.26,-0.1,0.31,0.07,-0.04,-0.12,-0.18,-0.06,0.01,-0.14,-0.03,-0.51,-0.51,-0.54,-0.03,-0.01,-0.1,0.14,0.04,0.3,-0.36,-0.09,-0.34,0.04,0.15,-0.23,-0.69,-0.74,-0.49,?,0.37,-0.97,-0.92,-0.67,-0.62,0.1,-0.09,0.26,1.18,0.11,0.01,-0.18,-0.76,-0.62,-0.23,-0.81,01.03.16.01@11.04@14.04@16.03.03@20.01.10@40.20,578
-0.51,-0.76,-0.15,-0.38,-0.27,-0.76,0.12,0.08,1.72,1.64,1.37,0.96,0.24,-0.25,-0.54,0.01,0.04,0.79,-1.74,0.46,-0.1,-0.47,-0.23,-0.2,-0.43,-0.34,-0.27,0.08,-0.23,0.16,-0.04,-0.09,?,0.21,-0.09,-0.18,-0.62,-0.06,-0.58,1.21,0.15,-1.29,-0.92,0.23,-0.89,-0.2,-1.0,0.14,0.82,0.46,-0.22,0.2,0.5,0.57,-0.62,-0.23,0.3,-1.25,0.03,-1.43,-1.43,-0.6,0.07,-0.22,-0.56,-1.47,-1.69,-1.74,-0.04,-0.15,-1.43,-0.29,0.36,0.24,0.92,-0.25,-0.71,-1.43,-1.4,01.04@01.05@01.07.04@32.01.11,579
-0.03,-0.47,-0.22,-0.42,?,-0.51,-0.69,-0.17,-0.07,-0.43,0.49,-0.15,-0.25,-0.32,0.26,0.37,-0.58,-0.67,-1.51,-0.47,-0.07,0.38,0.52,0.58,0.32,0.44,0.01,-0.25,-0.14,-0.25,-0.42,-0.12,-0.56,-0.3,0.06,0.2,0.33,0.21,0.16,0.11,-0.1,0.01,0.08,-0.09,-0.15,-0.23,-0.15,-0.06,1.74,1.28,0.48,0.84,1.24,0.54,-0.97,-0.2,-0.84,-1.94,-0.12,-1.0,-1.89,-0.62,-0.14,-0.17,-1.22,-0.71,-0.81,-1.22,-0.07,-0.23,-0.42,-0.64,0.34,0.46,0.15,-0.58,-0.54,-1.56,-1.32,01.01.11.02.01@01.01.11.03.01,580
